ID	TW	CN	CP950	CP936	GB2312	GBK
558	5F04	5F04	5F04	5F04	5F04	5F04
559	5F08	5F08	5F08	5F08	5F08	5F08
560	5F12	5F11	5F12	5F11	5F11	5F11
561	5F18	5F18	5F18	5F18	5F18	5F18
562	5F1B	5F1B	5F1B	5F1B	5F1B	5F1B
563	5F26	5F26	5F26	5F26	5F26	5F26
564	5F2D	5F2D	5F2D	5F2D	5F2D	5F2D
565	5F31	5F31	5F31	5F31	5F31	5F31
566	5F35	5F20	5F35	5F20	5F20	5F20
567	5F37	5F3A	5F37	5F3A	5F3A	5F3A
568	5F48	5F39	5F48	5F39	5F39	5F39
569	5F4E	5F2F	5F4E	5F2F	5F2F	5F2F
570	5F57	5F57	5F57	5F57	5F57	5F57
571	5F65	5F66	5F65	5F66	5F66	5F66
572	5F80	5F80	5F80	5F80	5F80	5F80
573	5F85	5F85	5F85	5F85	5F85	5F85
574	5F87	5F87	5F87	5F87	5F87	5F87
575	5F90	5F90	5F90	5F90	5F90	5F90
576	5F99	5F99	5F99	5F99	5F99	5F99
577	5F9E	4ECE	5F9E	4ECE	4ECE	4ECE
578	5FAC	5FAC	5FAC	5FAC		5FAC
579	5FAE	5FAE	5FAE	5FAE	5FAE	5FAE
580	5FB9	5F7B	5FB9	5F7B	5F7B	5F7B
581	5FB7	5FB7	5FB7	5FB7	5FB7	5FB7
582	5FBD	5FBD	5FBD	5FBD	5FBD	5FBD
583	5FD8	5FD8	5FD8	5FD8	5FD8	5FD8
584	5FD7	5FD7	5FD7	5FD7	5FD7	5FD7
585	5FDD	5FDD	5FDD	5FDD	5FDD	5FDD
586	5FCD	5FCD	5FCD	5FCD	5FCD	5FCD
587	6016	6016	6016	6016	6016	6016
588	602F	602F	602F	602F	602F	602F
589	602A	602A	602A	602A	602A	602A
590	601D	601D	601D	601D	601D	601D
591	6028	6028	6028	6028	6028	6028
592	6025	6025	6025	6025	6025	6025
593	6027	6027	6027	6027	6027	6027
594	6015	6015	6015	6015	6015	6015
595	6063	6063	6063	6063	6063	6063
596	6068	6068	6068	6068	6068	6068
597	6043	6043	6043	6043	6043	6043
598	6065	803B	6065	803B	803B	803B
599	6050	6050	6050	6050	6050	6050
600	6062	6062	6062	6062	6062	6062
601	6046	6052	6046	6052	6052	6052
602	604D	604D	604D	604D	604D	604D
603	6069	6069	6069	6069	6069	6069
604	606C	606C	606C	606C	606C	606C
605	606A	606A	606A	606A	606A	606A
606	6085	60A6	6085	60A6	60A6	60A6
607	607F	607F	607F	607F	607F	607F
608	609F	609F	609F	609F	609F	609F
609	609A	609A	609A	609A	609A	609A
610	6084	6084	6084	6084	6084	6084
611	608D	608D	608D	608D	608D	608D
612	60A3	60A3	60A3	60A3	60A3	60A3
613	6089	6089	6089	6089	6089	6089
614	6094	6094	6094	6094	6094	6094
615	60A0	60A0	60A0	60A0	60A0	60A0
616	60B4	60B4	60B4	60B4	60B4	60B4
617	60B6	95F7	60B6	95F7	95F7	95F7
618	60C5	60C5	60C5	60C5	60C5	60C5
619	60B5	6005	60B5	6005	6005	6005
620	60BB	60BB	60BB	60BB	60BB	60BB
621	60DC	60DC	60DC	60DC	60DC	60DC
622	60D5	60D5	60D5	60D5	60D5	60D5
623	60BC	60BC	60BC	60BC	60BC	60BC
624	60B8	60B8	60B8	60B8	60B8	60B8
625	60DF	60DF	60DF	60DF	60DF	60DF
626	611C	60EC	611C	60EC	60EC	60EC
627	611F	611F	611F	611F	611F	611F
628	60FB	607B	60FB	607B	607B	607B
629	6115	6115	6115	6115	6115	6115
630	60F9	60F9	60F9	60F9	60F9	60F9
631	611B	7231	611B	7231	7231	7231
632	6101	6101	6101	6101	6101	6101
633	6108	6108	6108	6108	6108	6108
634	60F1	607C	60F1	607C	607C	607C
635	614E	614E	614E	614E	614E	614E
636	614C	614C	614C	614C	614C	614C
637	614D	6120	614D	6120	6120	6120
638	614B	6001	614B	6001	6001	6001
639	6134	6006	6134	6006	6006	6006
640	6177	6177	6177	6177	6177	6177
641	6176	5E86	6176	5E86	5E86	5E86
642	615A	60ED	615A	60ED	60ED	60ED
643	615D	615D	615D	615D	615D	615D
644	6182	5FE7	6182	5FE7	5FE7	5FE7
645	617C	617D	617C	617D		
646	616E	8651	616E	8651	8651	8651
647	6158	60E8	6158	60E8	60E8	60E8
648	615F	6078	615F	6078	6078	6078
649	616B	6002	616B	6002	6002	6002
650	61B2	5BAA	61B2	5BAA	5BAA	5BAA
651	61AB	60AF	61AB	60AF	60AF	60AF
652	61A4	6124	61A4	6124	6124	6124
653	61A9	61A9	61A9	61A9	61A9	61A9
654	6194	6194	6194	6194	6194	6194
655	618A	60EB	618A	60EB	60EB	60EB
656	61CD	61CD	61CD	61CD		61CD
657	61C9	5E94	61C9	5E94	5E94	5E94
658	6190	601C	6190	601C	601C	601C
659	61C7	6073	61C7	6073	6073	6073
660	61CA	61CA	61CA	61CA	61CA	61CA
661	61E3	61D1	61E3	61D1	61D1	61D1
662	61E6	61E6	61E6	61E6	61E6	61E6
663	61F2	60E9	61F2	60E9	60E9	60E9
664	61F7	6000	61F7	6000	6000	6000
665	61F6	61D2	61F6	61D2	61D2	61D2
666	61F8	60AC	61F8	60AC	60AC	60AC
667	61F5	61F5	61F5	61F5	61F5	61F5
668	61FA	5FCF	61FA	5FCF	5FCF	5FCF
669	61FF	61FF	61FF	61FF	61FF	61FF
670	61FC	60E7	61FC	60E7	60E7	60E7
671	6200	604B	6200	604B	604B	604B
672	6210	6210	6210	6210	6210	6210
673	6216	6216	6216	6216	6216	6216
674	621B	621B	621B	621B	621B	621B
675	621A	621A	621A	621A	621A	621A
676	621F	621F	621F	621F	621F	621F
677	622A	622A	622A	622A	622A	622A
678	6230	6218	6230	6218	6218	6218
679	6236	6237	6236	6237	6237	6237
680	6240	6240	6240	6240	6240	6240
681	6276	6276	6276	6276	6276	6276
682	627F	627F	627F	627F	627F	627F
683	627C	627C	627C	627C	627C	627C
684	626F	626F	626F	626F	626F	626F
685	6284	6284	6284	6284	6284	6284
686	6291	6291	6291	6291	6291	6291
687	62C2	62C2	62C2	62C2	62C2	62C2
688	62AB	62AB	62AB	62AB	62AB	62AB
689	62D4	62D4	62D4	62D4	62D4	62D4
690	62DA	62DA	62DA	62DA	62DA	62DA
691	62AC	62AC	62AC	62AC	62AC	62AC
692	62C7	62C7	62C7	62C7	62C7	62C7
693	62D8	62D8	62D8	62D8	62D8	62D8
694	62CD	62CD	62CD	62CD	62CD	62CD
695	62B5	62B5	62B5	62B5	62B5	62B5
696	62CE	62CE	62CE	62CE	62CE	62CE
697	62D7	62D7	62D7	62D7	62D7	62D7
698	62C6	62C6	62C6	62C6	62C6	62C6
699	62F3	62F3	62F3	62F3	62F3	62F3
700	62ED	62ED	62ED	62ED	62ED	62ED
701	62EF	62EF	62EF	62EF	62EF	62EF
702	6307	6307	6307	6307	6307	6307
703	62EC	62EC	62EC	62EC	62EC	62EC
704	62FF	62FF	62FF	62FF	62FF	62FF
705	633E	631F	633E	631F	631F	631F
706	6328	6328	6328	6328	6328	6328
707	63A5	63A5	63A5	63A5	63A5	63A5
708	63A0	63A0	63A0	63A0	63A0	63A0
709	6396	6396	6396	6396	6396	6396
710	6377	6377	6377	6377	6377	6377
711	6383	626B	6383	626B	626B	626B
712	636B	626A	636B	626A	626A	626A
713	6367	6367	6367	6367	6367	6367
714	6398	6398	6398	6398	6398	6398
715	639B	6302	639B	6302	6302	6302
716	63AA	63AA	63AA	63AA	63AA	63AA
717	6389	6389	6389	6389	6389	6389
718	63A2	63A2	63A2	63A2	63A2	63A2
719	6399	6323	6399	6323	6323	6323
720	6388	6388	6388	6388	6388	6388
721	63AC	63AC	63AC	63AC	63AC	63AC
722	638F	638F	638F	638F	638F	638F
723	6384	62A1	6384	62A1	62A1	62A1
724	63C6	63C6	63C6	63C6	63C6	63C6
725	63C9	63C9	63C9	63C9	63C9	63C9
726	63E1	63E1	63E1	63E1	63E1	63E1
727	63C0	62E3	63C0	62E3	62E3	62E3
728	63E9	63E9	63E9	63E9	63E9	63E9
729	63DA	626C	63DA	626C	626C	626C
730	63D6	63D6	63D6	63D6	63D6	63D6
731	63EE	6325	63EE	6325	6325	6325
732	63E3	63E3	63E3	63E3	63E3	63E3
733	63DB	6362	63DB	6362	6362	6362
734	63D2	63D2	63D2	63D2	63D2	63D2
735	6413	6413	6413	6413	6413	6413
736	640F	640F	640F	640F	640F	640F
737	6414	6414	6414	6414	6414	6414
738	640D	635F	640D	635F	635F	635F
739	6436	62A2	6436	62A2	62A2	62A2
740	642C	642C	642C	642C	642C	642C
741	6458	6458	6458	6458	6458	6458
742	6469	6469	6469	6469	6469	6469
743	646F	631A	646F	631A	631A	631A
744	6479	6479	6479	6479	6479	6479
745	645F	6402	645F	6402	6402	6402
746	6451	63B4	6451	63B4	63B4	63B4
747	6487	6487	6487	6487	6487	6487
748	6488	635E	6488	635E	635E	635E
749	64A5	62E8	64A5	62E8	62E8	62E8
750	6493	6320	6493	6320	6320	6320
751	6490	6491	6490	6491	6491	6491
752	64AE	64AE	64AE	64AE	64AE	64AE
753	64AD	64AD	64AD	64AD	64AD	64AD
754	649A	649A	649A	649A		
755	64AB	629A	64AB	629A	629A	629A
756	64C1	62E5	64C1	62E5	62E5	62E5
757	64BB	631E	64BB	631E	631E	631E
758	64C2	64C2	64C2	64C2	64C2	64C2
759	64BC	64BC	64BC	64BC	64BC	64BC
760	64CB	6321	64CB	6321	6321	6321
761	64DA	64DA	64DA	64DA		
762	64C4	63B3	64C4	63B3	63B3	63B3
763	64C7	62E9	64C7	62E9	62E9	62E9
764	64D2	64D2	64D2	64D2	64D2	64D2
765	64BF	6361	64BF	6361	6361	6361
766	64E0	6324	64E0	6324	6324	6324
767	64F0	62E7	64F0	62E7	62E7	62E7
768	64EC	62DF	64EC	62DF	62DF	62DF
769	64F1	6401	64F1	6401	6401	6401
770	64F4	6269	64F4	6269	6269	6269
771	64F2	63B7	64F2	63B7	63B7	63B7
772	6506	64B5	6506	64B5	64B5	64B5
773	6500	6500	6500	6500	6500	6500
774	64FE	6270	64FE	6270	6270	6270
775	64FB	64DE	64FB	64DE	64DE	64DE
776	650F	62E2	650F	62E2	62E2	62E2
777	6514	62E6	6514	62E6	62E6	62E6
778	6519	6400	6519	6400	6400	6400
779	651C	643A	651C	643A	643A	643A
780	6523	631B	6523	631B	631B	631B
781	6524	644A	6524	644A	644A	644A
782	652B	652B	652B	652B	652B	652B
783	652A	6405	652A	6405	6405	6405
784	652C	63FD	652C	63FD	63FD	63FD
785	653E	653E	653E	653E	653E	653E
786	6559	6559	6559	6559	6559	6559
787	6556	6556	6556	6556	6556	6556
788	6551	6551	6551	6551	6551	6551
789	6557	8D25	6557	8D25	8D25	8D25
790	654F	654F	654F	654F	654F	654F
791	6566	6566	6566	6566	6566	6566
792	6562	6562	6562	6562	6562	6562
793	555F	542F	555F	542F	542F	542F
794	6572	6572	6572	6572	6572	6572
795	6575	654C	6575	654C	654C	654C
796	6577	6577	6577	6577	6577	6577
797	6578	6570	6578	6570	6570	6570
798	6574	6574	6574	6574	6574	6574
799	6582	655B	6582	655B	655B	655B
800	6591	6591	6591	6591	6591	6591
801	6590	6590	6590	6590	6590	6590
802	6599	6599	6599	6599	6599	6599
803	659F	659F	659F	659F	659F	659F
804	65A1	65A1	65A1	65A1	65A1	65A1
805	65A5	65A5	65A5	65A5	65A5	65A5
806	65A7	65A7	65A7	65A7	65A7	65A7
807	65AC	65A9	65AC	65A9	65A9	65A9
808	65AF	65AF	65AF	65AF	65AF	65AF
809	65B0	65B0	65B0	65B0	65B0	65B0
810	65B7	65AD	65B7	65AD	65AD	65AD
811	65B9	65B9	65B9	65B9	65B9	65B9
812	65C1	65C1	65C1	65C1	65C1	65C1
813	65C5	65C5	65C5	65C5	65C5	65C5
814	65CC	65CC	65CC	65CC	65CC	65CC
815	65D7	65D7	65D7	65D7	65D7	65D7
816	65D6	65D6	65D6	65D6	65D6	65D6
817	65E2	65E2	65E2	65E2	65E2	65E2
818	65E5	65E5	65E5	65E5	65E5	65E5
819	65E9	65E9	65E9	65E9	65E9	65E9
820	65EC	65EC	65EC	65EC	65EC	65EC
821	65ED	65ED	65ED	65ED	65ED	65ED
822	65E8	65E8	65E8	65E8	65E8	65E8
823	65F1	65F1	65F1	65F1	65F1	65F1
824	6614	6614	6614	6614	6614	6614
825	660C	660C	660C	660C	660C	660C
826	6602	6602	6602	6602	6602	6602
827	660F	660F	660F	660F	660F	660F
828	6625	6625	6625	6625	6625	6625
829	6627	6627	6627	6627	6627	6627
830	662D	662D	662D	662D	662D	662D
831	6620	6620	6620	6620	6620	6620
832	661F	661F	661F	661F	661F	661F
833	6642	65F6	6642	65F6	65F6	65F6
834	66EC	6652	66EC	6652	6652	6652
835	6649	664B	6649	664B	664B	664B
836	6643	6643	6643	6643	6643	6643
837	665D	663C	665D	663C	663C	663C
838	6664	6664	6664	6664	6664	6664
839	6668	6668	6668	6668	6668	6668
840	666F	666F	666F	666F	666F	666F
841	666E	666E	666E	666E	666E	666E
842	6674	6674	6674	6674	6674	6674
843	6697	6697	6697	6697	6697	6697
844	6688	6655	6688	6655	6655	6655
845	66AB	6682	66AB	6682	6682	6682
846	66B4	66B4	66B4	66B4	66B4	66B4
847	66A8	66A8	66A8	66A8	66A8	66A8
848	66C9	6653	66C9	6653	6653	6653
849	66D6	66A7	66D6	66A7	66A7	66A7
850	66E0	65F7	66E0	65F7	65F7	65F7
851	66DD	66DD	66DD	66DD	66DD	66DD
852	66F3	66F3	66F3	66F3	66F3	66F3
853	66F4	66F4	66F4	66F4	66F4	66F4
854	66F8	4E66	66F8	4E66	4E66	4E66
855	66F9	66F9	66F9	66F9	66F9	66F9
856	66FE	66FE	66FE	66FE	66FE	66FE
857	66FF	66FF	66FF	66FF	66FF	66FF
858	6703	4F1A	6703	4F1A	4F1A	4F1A
859	6708	6708	6708	6708	6708	6708
860	6717	6717	6717	6717	6717	6717
861	671B	671B	671B	671B	671B	671B
862	671F	671F	671F	671F	671F	671F
863	6727	80E7	6727	80E7	80E7	80E7
864	675E	675E	675E	675E	675E	675E
865	6751	6751	6751	6751	6751	6751
866	675F	675F	675F	675F	675F	675F
867	6795	6795	6795	6795	6795	6795
868	6787	6787	6787	6787	6787	6787
869	6777	6777	6777	6777	6777	6777
870	6771	4E1C	6771	4E1C	4E1C	4E1C
871	679C	679C	679C	679C	679C	679C
872	679A	679A	679A	679A	679A	679A
873	6790	6790	6790	6790	6790	6790
874	67D3	67D3	67D3	67D3	67D3	67D3
875	67FF	67FF	67FF	67FF	67FF	67FF
876	67D4	67D4	67D4	67D4	67D4	67D4
877	67AF	67AF	67AF	67AF	67AF	67AF
878	67E9	67E9	67E9	67E9	67E9	67E9
879	67B6	67B6	67B6	67B6	67B6	67B6
880	67E5	67E5	67E5	67E5	67E5	67E5
881	67CF	67CF	67CF	67CF	67CF	67CF
882	67F3	67F3	67F3	67F3	67F3	67F3
883	6821	6821	6821	6821	6821	6821
884	6854	6854	6854	6854	6854	6854
885	683D	683D	683D	683D	683D	683D
886	6851	6851	6851	6851	6851	6851
887	6843	6843	6843	6843	6843	6843
888	6897	6897	6897	6897	6897	6897
889	68B3	68B3	68B3	68B3	68B3	68B3
890	68A2	68A2	68A2	68A2	68A2	68A2
891	68B1	68B1	68B1	68B1		
892	6885	6885	6885	6885	6885	6885
893	68A8	68A8	68A8	68A8	68A8	68A8
894	689F	67AD	689F	67AD	67AD	67AD
895	6894	6800	6894	6800	6800	6800
896	68D5	68D5	68D5	68D5	68D5	68D5
897	68C4	5F03	68C4	5F03	5F03	5F03
898	68F2	6816	68F2	6816	6816	6816
899	68D2	68D2	68D2	68D2	68D2	68D2
900	68E0	68E0	68E0	68E0	68E0	68E0
901	68D7	67A3	68D7	67A3	67A3	67A3
902	6912	6912	6912	6912	6912	6912
903	68C9	68C9	68C9	68C9	68C9	68C9
904	6954	6954	6954	6954	6954	6954
905	695A	695A	695A	695A	695A	695A
906	6960	6960	6960	6960	6960	6960
907	696B	696B	696B	696B	696B	696B
908	694A	6768	694A	6768	6768	6768
909	6968	6862	6968	6862	6862	6862
910	696D	4E1A	696D	4E1A	4E1A	4E1A
911	6979	6979	6979	6979	6979	6979
912	6953	67AB	6953	67AB	67AB	67AB
913	6986	6986	6986	6986	6986	6986
914	69A8	69A8	69A8	69A8	69A8	69A8
915	699C	699C	699C	699C	699C	699C
916	69B7	69B7	69B7	69B7	69B7	69B7
917	69AE	8363	69AE	8363	8363	8363
918	699B	699B	699B	699B	699B	699B
919	69CB	6784	69CB	6784	6784	6784
920	69BB	69BB	69BB	69BB	69BB	69BB
921	69AB	69AB	69AB	69AB	69AB	69AB
922	69AD	69AD	69AD	69AD	69AD	69AD
923	69CD	67AA	69CD	67AA	67AA	67AA
924	69B4	69B4	69B4	69B4	69B4	69B4
925	69E8	6901	69E8	6901	6901	6901
926	6982	6982	6982	6982	6982	6982
927	6A01	6869	6A01	6869	6869	6869
928	6A1E	67A2	6A1E	67A2	67A2	67A2
929	6A13	697C	6A13	697C	697C	697C
930	6A21	6A21	6A21	6A21	6A21	6A21
931	69F3	6868	69F3	6868	6868	6868
932	6A0A	6A0A	6A0A	6A0A	6A0A	6A0A
933	6A02	4E50	6A02	4E50	4E50	4E50
934	6A05	679E	6A05	679E	679E	679E
935	6A3D	6A3D	6A3D	6A3D	6A3D	6A3D
936	6A62	692D	6A62	692D	692D	692D
937	6A39	6811	6A39	6811	6811	6811
938	6A6B	6A2A	6A6B	6A2A	6A2A	6A2A
939	6A3A	6866	6A3A	6866	6866	6866
940	6A4B	6865	6A4B	6865	6865	6865
941	6A35	6A35	6A35	6A35	6A35	6A35
942	6A5F	673A	6A5F	673A	673A	673A
943	6A94	6863	6A94	6863	6863	6863
944	6A84	6A84	6A84	6A84	6A84	6A84
945	6AA2	68C0	6AA2	68C0	68C0	68C0
946	6A9C	6867	6A9C	6867	6867	6867
947	6AB8	67E0	6AB8	67E0	67E0	67E0
948	6AB3	69DF	6AB3	69DF	69DF	69DF
949	6ABB	69DB	6ABB	69DB	69DB	69DB
950	6AE5	6A71	6AE5	6A71	6A71	6A71
951	6ADA	6988	6ADA	6988	6988	6988
952	6ADB	6809	6ADB	6809	6809	6809
953	6B04	680F	6B04	680F	680F	680F
954	6AFB	6A31	6AFB	6A31	6A31	6A31
955	6B0A	6743	6B0A	6743	6743	6743
956	6B16	6984	6B16	6984	6984	6984
957	6B21	6B21	6B21	6B21	6B21	6B21
958	6B3E	6B3E	6B3E	6B3E	6B3E	6B3E
959	6B3D	94A6	6B3D	94A6	94A6	94A6
960	6B50	6B27	6B50	6B27	6B27	6B27
961	6B5F	6B24	6B5F	6B24	6B24	6B24
962	6B63	6B63	6B63	6B63	6B63	6B63
963	6B65	6B65	6B65	6B65	6B65	6B65
964	6B66	6B66	6B66	6B66	6B66	6B66
965	6B7B	6B7B	6B7B	6B7B	6B7B	6B7B
966	6B7F	6B81	6B7F	6B81	6B81	6B81
967	6B8A	6B8A	6B8A	6B8A	6B8A	6B8A
968	6B98	6B8B	6B98	6B8B	6B8B	6B8B
969	6BA4	6B87	6BA4	6B87	6B87	6B87
970	6BAE	6B93	6BAE	6B93	6B93	6B93
971	6BAF	6BA1	6BAF	6BA1	6BA1	6BA1
972	6BB2	6B7C	6BB2	6B7C	6B7C	6B7C
973	6BBA	6740	6BBA	6740	6740	6740
974	6BC0	6BC1	6BC0	6BC1	6BC1	6BC1
975	6BBF	6BBF	6BBF	6BBF	6BBF	6BBF
976	6BC5	6BC5	6BC5	6BC5	6BC5	6BC5
977	6BC6	6BB4	6BC6	6BB4	6BB4	6BB4
978	6BCF	6BCF	6BCF	6BCF	6BCF	6BCF
979	6BD4	6BD4	6BD4	6BD4	6BD4	6BD4
980	6BD7	6BD7	6BD7	6BD7	6BD7	6BD7
981	6BEB	6BEB	6BEB	6BEB	6BEB	6BEB
982	6BEF	6BEF	6BEF	6BEF	6BEF	6BEF
983	6C0F	6C0F	6C0F	6C0F	6C0F	6C0F
984	6C10	6C10	6C10	6C10	6C10	6C10
985	6C1B	6C1B	6C1B	6C1B	6C1B	6C1B
986	6C27	6C27	6C27	6C27	6C27	6C27
987	6C24	6C24	6C24	6C24	6C24	6C24
988	6C2B	6C22	6C2B	6C22	6C22	6C22
989	6C2E	6C2E	6C2E	6C2E	6C2E	6C2E
990	6C33	6C32	6C33	6C32	6C32	6C32
991	6C2F	6C2F	6C2F	6C2F	6C2F	6C2F
992	6C34	6C34	6C34	6C34	6C34	6C34
993	6C38	6C38	6C38	6C38	6C38	6C38
994	6C40	6C40	6C40	6C40	6C40	6C40
995	6C50	6C50	6C50	6C50	6C50	6C50
996	6C9B	6C9B	6C9B	6C9B	6C9B	6C9B
997	6C6A	6C6A	6C6A	6C6A	6C6A	6C6A
998	6C8C	6C8C	6C8C	6C8C	6C8C	6C8C
999	6C68	6C68	6C68	6C68	6C68	6C68
1000	6C92	6CA1	6C92	6CA1	6CA1	6CA1
1001	6C83	6C83	6C83	6C83	6C83	6C83
1002	6CB1	6CB1	6CB1	6CB1	6CB1	6CB1
1003	6CE3	6CE3	6CE3	6CE3	6CE3	6CE3
1004	6CB8	6CB8	6CB8	6CB8	6CB8	6CB8
1005	6CD3	6CD3	6CD3	6CD3	6CD3	6CD3
1006	6CB3	6CB3	6CB3	6CB3	6CB3	6CB3
1007	6CD5	6CD5	6CD5	6CD5	6CD5	6CD5
1008	6CBE	6CBE	6CBE	6CBE	6CBE	6CBE
1009	6CC5	6CC5	6CC5	6CC5	6CC5	6CC5
1010	6CBB	6CBB	6CBB	6CBB	6CBB	6CBB
1011	6CBF	6CBF	6CBF	6CBF	6CBF	6CBF
1012	6CC9	6CC9	6CC9	6CC9	6CC9	6CC9
1013	6D41	6D41	6D41	6D41	6D41	6D41
1014	6D0B	6D0B	6D0B	6D0B	6D0B	6D0B
1015	6D25	6D25	6D25	6D25	6D25	6D25
1016	6D1E	6D1E	6D1E	6D1E	6D1E	6D1E
1017	6D3B	6D3B	6D3B	6D3B	6D3B	6D3B
1018	6D36	6C79	6D36	6C79	6C79	6C79
1019	6D3D	6D3D	6D3D	6D3D	6D3D	6D3D
1020	6D95	6D95	6D95	6D95	6D95	6D95
1021	6D78	6D78	6D78	6D78	6D78	6D78
1022	6D59	6D59	6D59	6D59	6D59	6D59
1023	6D87	6CFE	6D87	6CFE	6CFE	6CFE
1024	6D88	6D88	6D88	6D88	6D88	6D88
1025	6D93	6D93	6D93	6D93	6D93	6D93
1026	6D74	6D74	6D74	6D74	6D74	6D74
1027	6D77	6D77	6D77	6D77	6D77	6D77
1028	6DF3	6DF3	6DF3	6DF3	6DF3	6DF3
1029	6DBC	51C9	6DBC	51C9	51C9	51C9
1030	6DB2	6DB2	6DB2	6DB2	6DB2	6DB2
1031	6E05	6E05	6E05	6E05	6E05	6E05
1032	6DCB	6DCB	6DCB	6DCB	6DCB	6DCB
1033	6DC5	6DC5	6DC5	6DC5	6DC5	6DC5
1034	6DFA	6D45	6DFA	6D45	6D45	6D45
1035	6DF9	6DF9	6DF9	6DF9	6DF9	6DF9
1036	6DEB	6DEB	6DEB	6DEB	6DEB	6DEB
1037	6DFB	6DFB	6DFB	6DFB	6DFB	6DFB
1038	6DF5	6E0A	6DF5	6E0A	6E0A	6E0A
1039	6D8E	6D8E	6D8E	6D8E	6D8E	6D8E
1040	6DC6	6DC6	6DC6	6DC6	6DC6	6DC6
1041	6DEA	6CA6	6DEA	6CA6	6CA6	6CA6
1042	6DC4	6DC4	6DC4	6DC4	6DC4	6DC4
1043	6E54	6E54	6E54	6E54	6E54	6E54
1044	6E21	6E21	6E21	6E21	6E21	6E21
1045	6D8C	6D8C	6D8C	6D8C	6D8C	6D8C
1046	6E5B	6E5B	6E5B	6E5B	6E5B	6E5B
1047	714C	714C	714C	714C	714C	714C
1048	6E2F	6E2F	6E2F	6E2F	6E2F	6E2F
1049	6E24	6E24	6E24	6E24	6E24	6E24
1050	6E1B	51CF	6E1B	51CF	51CF	51CF
1051	6E3A	6E3A	6E3A	6E3A	6E3A	6E3A
1052	6E6F	6C64	6E6F	6C64	6C64	6C64
1053	6E34	6E34	6E34	6E34	6E34	6E34
1054	6E2C	6D4B	6E2C	6D4B	6D4B	6D4B
1055	6E4D	6E4D	6E4D	6E4D	6E4D	6E4D
1056	6E3E	6D51	6E3E	6D51	6D51	6D51
1057	6E19	6DA3	6E19	6DA3	6DA3	6DA3
1058	6EB6	6EB6	6EB6	6EB6	6EB6	6EB6
1059	6EC2	6EC2	6EC2	6EC2	6EC2	6EC2
1060	6EAF	6EAF	6EAF	6EAF	6EAF	6EAF
1061	6EA2	6EA2	6EA2	6EA2	6EA2	6EA2
1062	6E9D	6C9F	6E9D	6C9F	6C9F	6C9F
1063	6E98	6E98	6E98	6E98	6E98	6E98
1064	6E90	6E90	6E90	6E90	6E90	6E90
1065	6EC5	706D	6EC5	706D	706D	706D
1066	6EC7	6EC7	6EC7	6EC7	6EC7	6EC7
1067	6FD5	6E7F	6FD5	6E7F	6E7F	6E7F
1068	6EAB	6E29	6EAB	6E29	6E29	6E29
1069	6ECB	6ECB	6ECB	6ECB	6ECB	6ECB
1070	6EC4	6CA7	6EC4	6CA7	6CA7	6CA7
1071	6ED4	6ED4	6ED4	6ED4	6ED4	6ED4
1072	6EAA	6EAA	6EAA	6EAA	6EAA	6EAA
1073	6E9C	6E9C	6E9C	6E9C	6E9C	6E9C
1074	6EF4	6EF4	6EF4	6EF4	6EF4	6EF4
1075	6EEC	6CAA	6EEC	6CAA	6CAA	6CAA
1076	6EFE	6EDA	6EFE	6EDA	6EDA	6EDA
1077	6F3E	6F3E	6F3E	6F3E	6F3E	6F3E
1078	6F2C	6E0D	6F2C	6E0D	6E0D	6E0D
1079	6F32	6DA8	6F32	6DA8	6DA8	6DA8
1080	6F22	6C49	6F22	6C49	6C49	6C49
1081	6EFF	6EE1	6EFF	6EE1	6EE1	6EE1
1082	6F23	6D9F	6F23	6D9F	6D9F	6D9F
1083	6F38	6E10	6F38	6E10	6E10	6E10
1084	6F15	6F15	6F15	6F15	6F15	6F15
1085	6F31	6F31	6F31	6F31	6F31	6F31
1086	6F02	6F02	6F02	6F02	6F02	6F02
1087	6EEF	6EDE	6EEF	6EDE	6EDE	6EDE
1088	6F20	6F20	6F20	6F20	6F20	6F20
1089	6F3F	6D46	6F3F	6D46	6D46	6D46
1090	6EF2	6E17	6EF2	6E17	6E17	6E17
1091	6F01	6E14	6F01	6E14	6E14	6E14
1092	6E89	6E89	6E89	6E89	6E89	6E89
1093	6F84	6F84	6F84	6F84	6F84	6F84
1094	6F51	6CFC	6F51	6CFC	6CFC	6CFC
1095	6F64	6DA6	6F64	6DA6	6DA6	6DA6
1096	6F97	6DA7	6F97	6DA7	6DA7	6DA7
1097	6F54	6D01	6F54	6D01	6D01	6D01
1098	6F7A	6F7A	6F7A	6F7A	6F7A	6F7A
1099	6F86	6D47	6F86	6D47	6D47	6D47
1100	6F5B	6F5C	6F5B	6F5C	6F5C	6F5C
1101	6F6E	6F6E	6F6E	6F6E	6F6E	6F6E
1102	6F70	6E83	6F70	6E83	6E83	6E83
1103	6FC3	6D53	6FC3	6D53	6D53	6D53
1104	6FA1	6FA1	6FA1	6FA1	6FA1	6FA1
1105	6FA4	6CFD	6FA4	6CFD	6CFD	6CFD
1106	6FC1	6D4A	6FC1	6D4A	6D4A	6D4A
1107	6FB3	6FB3	6FB3	6FB3	6FB3	6FB3
1108	6FDF	6D4E	6FDF	6D4E	6D4E	6D4E
1109	6FD8	6CDE	6FD8	6CDE	6CDE	6CDE
1110	6FF1	6D5C	6FF1	6D5C	6D5C	6D5C
